source,target
96,122
136,158
184,351
85,457
366,476
22,28
262,391
120,307
258,506
243,377
57,107
181,322
129,132
160,199
320,337
56,407
158,275
277,375
62,78
113,389
126,471
92,366
306,438
271,337
27,385
180,335
82,437
305,451
65,124
208,289
42,77
79,144
71,140
274,319
119,445
251,372
24,64
216,270
50,58
415,479
226,320
24,185
41,503
178,508
75,532
13,32
28,420
48,398
182,249
208,387
60,372
39,349
151,490
379,534
431,544
91,216
135,402
101,260
234,381
45,365
202,348
249,280
400,449
206,318
178,485
0,106
191,311
130,301
170,373
9,276
157,174
228,234
280,510
66,172
106,208
492,509
61,322
80,335
307,463
232,469
98,389
259,343
525,542
9,168
468,538
14,102
239,449
248,534
8,64
172,395
272,519
23,452
338,464
84,468
357,477
461,534
253,505
85,283
434,437
186,335
150,269
106,342
59,267
97,522
37,99
82,479
343,520
345,480
203,396
42,299
323,461
146,536
134,153
224,455
90,375
344,520
23,56
403,426
6,381
171,305
1,531
444,463
268,502
100,546
247,336
45,201
343,389
255,276
481,502
341,464
85,358
117,347
15,299
127,211
320,526
70,122
48,332
154,350
92,375
410,455
155,351
12,531
206,396
474,476
57,273
63,204
171,295
244,364
377,399
58,539
85,227
265,423
57,165
154,363
168,526
293,377
89,318
70,341
98,323
379,422
102,293
7,141
427,498
104,339
89,210
303,319
389,508
86,470
132,437
265,292
158,166
104,460
116,434
249,469
72,427
164,510
60,538
153,208
524,529
100,238
346,379
402,539
142,320
360,542
444,541
89,164
102,283
221,240
198,372
190,517
123,198
20,371
166,425
197,412
308,365
367,451
11,487
199,458
130,215
243,500
43,66
311,411
264,299
297,333
159,399
66,171
233,348
305,453
318,392
235,537
208,520
329,401
49,383
210,300
171,229
223,419
341,411
21,141
139,276
534,546
93,165
319,328
117,379
236,330
237,295
322,519
435,539
94,246
342,497
93,430
117,415
209,498
20,73
29,387
92,443
176,442
94,223
214,288
6,259
56,376
116,427
90,109
169,402
210,290
110,352
537,541
329,512
120,518
474,521
15,92
139,387
87,197
365,470
334,339
514,535
451,515
274,324
320,440
152,447
39,426
70,530
177,247
56,451
193,376
175,444
234,350
119,283
161,545
297,326
248,284
173,519
374,509
338,443
79,103
256,373
198,548
97,236
142,244
167,337
258,455
94,203
223,353
168,417
169,382
175,313
173,352
299,348
90,354
68,415
162,379
69,151
208,346
437,547
99,439
7,176
121,198
346,545
177,358
81,390
352,475
23,385
50,259
36,95
41,210
280,492
139,187
136,218
34,436
6,108
472,518
10,78
27,167
204,474
101,461
92,269
286,363
124,450
2,195
60,465
25,444
172,377
119,371
280,325
229,359
289,373
180,503
113,413
187,362
214,379
166,339
191,512
137,541
253,307
81,380
47,323
67,338
335,381
80,536
128,433
188,484
389,474
140,178
58,374
117,460
122,538
108,311
28,202
242,311
133,404
85,327
158,168
223,297
66,350
6,448
19,238
272,455
330,545
137,266
262,526
243,247
75,291
81,334
33,294
171,264
53,537
28,480
15,510
215,306
221,386
193,287
339,341
3,392
54,474
257,308
20,481
197,522
221,507
53,514
481,546
118,494
170,541
65,259
47,470
287,308
14,149
388,476
427,467
228,523
32,468
158,544
159,509
181,182
304,518
310,412
157,319
402,495
51,337
42,225
10,421
123,298
60,278
4,463
51,458
49,385
23,332
497,517
255,346
141,473
301,462
90,507
14,368
48,281
209,235
254,386
30,492
406,483
197,260
418,494
90,134
25,499
152,194
22,493
89,254
304,328
261,366
18,230
59,268
412,535
173,518
253,398
373,463
366,424
31,470
178,489
109,246
184,276
105,132
199,404
39,186
259,455
24,143
394,499
13,170
333,340
9,136
276,400
327,445
25,260
210,534
222,279
21,375
503,527
260,391
57,68
122,197
195,267
157,420
127,248
381,393
213,437
153,157
492,526
63,120
462,503
226,412
186,195
158,478
9,535
118,176
191,246
2,230
9,126
180,273
233,248
544,549
194,436
54,133
20,140
182,547
40,463
146,517
287,376
179,285
171,430
217,397
284,307
78,238
423,501
428,436
407,413
13,114
257,474
229,263
92,523
448,450
298,362
502,506
293,512
357,533
41,333
413,470
539,546
28,70
86,340
186,427
70,332
191,213
242,444
193,322
69,372
209,303
1,237
221,506
126,497
14,27
153,487
37,541
358,367
264,323
330,534
316,370
145,259
155,309
141,374
38,398
198,350
372,423
113,428
31,358
345,405
32,94
22,538
117,318
436,443
268,450
414,541
153,320
107,124
11,236
64,391
15,535
15,126
11,272
97,424
9,348
340,447
34,261
172,454
197,547
48,424
322,435
85,342
285,516
164,226
176,466
201,410
288,378
38,123
49,132
9,181
176,358
40,168
146,415
405,446
38,509
49,518
164,239
97,149
336,431
103,229
177,523
272,303
242,280
494,495
399,492
271,343
140,497
280,428
401,538
71,254
150,318
239,475
280,284
460,480
30,72
314,361
10,544
167,348
171,498
285,483
104,408
57,67
15,250
186,217
310,512
171,354
36,309
7,511
223,364
142,147
300,355
24,420
189,487
102,339
275,447
75,93
159,501
178,514
186,338
209,358
119,284
142,533
103,196
109,127
287,542
20,427
238,506
171,187
134,156
189,500
108,283
362,428
307,492
380,482
78,260
22,508
284,365
478,495
36,119
241,259
33,230
50,548
150,406
295,495
52,508
69,417
284,342
175,435
154,232
144,447
63,230
177,480
11,39
56,190
13,414
265,449
93,113
225,269
42,184
3,341
54,423
181,347
130,418
9,357
211,226
162,370
442,504
41,80
260,383
130,539
211,347
212,312
312,515
118,155
438,511
7,324
113,342
74,234
293,501
177,326
