source,target
135,175
34,547
84,258
256,547
62,145
86,264
323,393
106,276
7,392
99,237
118,378
133,516
223,516
3,95
13,435
468,540
120,424
65,408
0,172
98,240
164,176
308,489
368,430
107,517
446,514
48,321
74,532
3,545
115,219
115,512
187,290
64,329
151,486
358,428
88,305
24,366
107,318
115,130
59,162
237,513
112,262
300,377
320,419
120,492
88,216
72,216
62,160
232,452
19,253
117,288
40,294
416,444
246,399
112,493
158,405
287,354
266,450
159,324
199,305
141,382
78,506
219,301
70,392
410,506
354,364
135,158
304,354
69,341
67,289
275,391
102,173
467,497
188,243
22,73
213,370
299,339
208,502
117,283
115,536
331,517
189,332
39,448
29,227
93,501
26,237
210,477
114,313
306,529
348,544
387,438
446,533
110,483
324,388
23,259
102,323
52,75
23,158
100,518
409,514
10,78
355,369
192,427
184,313
165,281
208,490
53,442
183,326
77,143
274,398
275,482
155,456
89,169
33,274
83,104
234,264
27,526
368,438
51,53
145,454
59,122
411,509
325,366
365,466
12,382
58,434
118,134
81,234
389,515
251,319
267,489
15,264
288,310
7,205
346,510
13,303
118,200
107,145
170,247
61,395
45,463
82,363
4,471
289,411
8,279
178,507
139,488
72,80
11,403
27,176
137,454
16,36
185,384
217,389
201,521
520,527
383,430
70,89
313,472
61,333
318,532
364,398
484,500
100,410
53,60
