ID,Degree,Closeness centrality,Clustering coefficient
0,1,0.003937007874015748,0
3,2,0.007874015748031496,0
4,1,0.003937007874015748,0
7,2,0.008947745168217608,0
8,1,0.003937007874015748,0
10,1,0.006561679790026247,0
11,1,0.003937007874015748,0
12,1,0.005249343832020997,0
13,2,0.007874015748031496,0
15,1,0.007874015748031496,0
16,1,0.003937007874015748,0
19,1,0.003937007874015748,0
22,1,0.003937007874015748,0
23,2,0.010936132983377079,0
24,1,0.005249343832020997,0
26,1,0.007086614173228346,0
27,2,0.008858267716535433,0
29,1,0.003937007874015748,0
33,1,0.007086614173228346,0
34,1,0.005249343832020997,0
36,1,0.003937007874015748,0
39,1,0.003937007874015748,0
40,1,0.003937007874015748,0
45,1,0.003937007874015748,0
48,1,0.003937007874015748,0
51,1,0.007086614173228346,0
52,1,0.003937007874015748,0
53,3,0.011811023622047244,0
58,1,0.003937007874015748,0
59,2,0.007874015748031496,0
60,1,0.007086614173228346,0
61,2,0.007874015748031496,0
62,2,0.0140607424071991,0
64,1,0.003937007874015748,0
65,1,0.003937007874015748,0
67,1,0.005905511811023622,0
69,1,0.003937007874015748,0
70,2,0.010936132983377079,0
72,2,0.008947745168217608,0
73,1,0.003937007874015748,0
74,1,0.009602458229306702,0
75,1,0.003937007874015748,0
77,1,0.003937007874015748,0
78,2,0.008947745168217608,0
80,1,0.006561679790026247,0
81,1,0.006999125109361329,0
82,1,0.003937007874015748,0
83,1,0.003937007874015748,0
84,1,0.003937007874015748,0
86,1,0.007874015748031496,0
88,2,0.010936132983377079,0
89,2,0.008947745168217608,0
93,1,0.003937007874015748,0
95,1,0.005249343832020997,0
98,1,0.003937007874015748,0
99,1,0.007086614173228346,0
100,2,0.008947745168217608,0
102,2,0.008858267716535433,0
104,1,0.003937007874015748,0
106,1,0.003937007874015748,0
107,3,0.01968503937007874,0
110,1,0.003937007874015748,0
112,2,0.007874015748031496,0
114,1,0.007086614173228346,0
115,4,0.016404199475065617,0
117,2,0.008858267716535433,0
118,3,0.011811023622047244,0
120,2,0.007874015748031496,0
122,1,0.005249343832020997,0
130,1,0.00984251968503937,0
133,1,0.005249343832020997,0
134,1,0.007086614173228346,0
135,2,0.010936132983377079,0
137,1,0.010640561821664184,0
139,1,0.003937007874015748,0
141,1,0.005249343832020997,0
143,1,0.003937007874015748,0
145,3,0.01874765654293213,0
151,1,0.003937007874015748,0
155,1,0.003937007874015748,0
158,3,0.0140607424071991,0
159,1,0.005249343832020997,0
160,1,0.010640561821664184,0
162,1,0.005249343832020997,0
164,1,0.005905511811023622,0
165,1,0.003937007874015748,0
169,1,0.006561679790026247,0
170,1,0.003937007874015748,0
172,1,0.003937007874015748,0
173,1,0.005905511811023622,0
175,1,0.007571168988491824,0
176,2,0.008858267716535433,0
178,1,0.003937007874015748,0
183,1,0.003937007874015748,0
184,1,0.007086614173228346,0
185,1,0.003937007874015748,0
187,1,0.003937007874015748,0
188,1,0.003937007874015748,0
189,1,0.003937007874015748,0
192,1,0.003937007874015748,0
199,1,0.006561679790026247,0
200,1,0.007086614173228346,0
201,1,0.003937007874015748,0
205,1,0.006561679790026247,0
208,2,0.007874015748031496,0
210,1,0.003937007874015748,0
213,1,0.003937007874015748,0
216,2,0.010936132983377079,0
217,1,0.005249343832020997,0
219,2,0.012303149606299212,0
223,1,0.005249343832020997,0
227,1,0.003937007874015748,0
232,1,0.003937007874015748,0
234,2,0.010498687664041995,0
237,3,0.011811023622047244,0
240,1,0.003937007874015748,0
243,1,0.003937007874015748,0
246,1,0.003937007874015748,0
247,1,0.003937007874015748,0
251,1,0.003937007874015748,0
253,1,0.003937007874015748,0
256,1,0.005249343832020997,0
258,1,0.003937007874015748,0
259,1,0.007571168988491824,0
262,1,0.005249343832020997,0
264,3,0.012598425196850394,0
266,1,0.003937007874015748,0
267,1,0.005249343832020997,0
274,2,0.009448818897637795,0
275,2,0.007874015748031496,0
276,1,0.003937007874015748,0
279,1,0.003937007874015748,0
281,1,0.003937007874015748,0
283,1,0.005905511811023622,0
287,1,0.008337193144974525,0
288,2,0.008858267716535433,0
289,2,0.008858267716535433,0
290,1,0.003937007874015748,0
294,1,0.003937007874015748,0
299,1,0.003937007874015748,0
300,1,0.003937007874015748,0
301,1,0.008202099737532808,0
303,1,0.005249343832020997,0
304,1,0.008337193144974525,0
305,2,0.008947745168217608,0
306,1,0.003937007874015748,0
308,1,0.005249343832020997,0
310,1,0.005905511811023622,0
313,3,0.011811023622047244,0
318,2,0.015748031496062992,0
319,1,0.003937007874015748,0
320,1,0.003937007874015748,0
321,1,0.003937007874015748,0
323,2,0.008858267716535433,0
324,2,0.007874015748031496,0
325,1,0.005249343832020997,0
326,1,0.003937007874015748,0
329,1,0.003937007874015748,0
331,1,0.010936132983377079,0
332,1,0.003937007874015748,0
333,1,0.005249343832020997,0
339,1,0.003937007874015748,0
341,1,0.003937007874015748,0
346,1,0.003937007874015748,0
348,1,0.003937007874015748,0
354,3,0.011811023622047244,0
355,1,0.003937007874015748,0
358,1,0.003937007874015748,0
363,1,0.003937007874015748,0
364,2,0.012884753042233356,0
365,1,0.003937007874015748,0
366,2,0.007874015748031496,0
368,2,0.010498687664041995,0
369,1,0.003937007874015748,0
370,1,0.003937007874015748,0
377,1,0.003937007874015748,0
378,1,0.007086614173228346,0
382,2,0.007874015748031496,0
383,1,0.006299212598425197,0
384,1,0.003937007874015748,0
387,1,0.006299212598425197,0
388,1,0.005249343832020997,0
389,2,0.007874015748031496,0
391,1,0.005249343832020997,0
392,2,0.010936132983377079,0
393,1,0.005905511811023622,0
395,1,0.005249343832020997,0
398,2,0.011811023622047244,0
399,1,0.003937007874015748,0
403,1,0.003937007874015748,0
405,1,0.008947745168217608,0
408,1,0.003937007874015748,0
409,1,0.005905511811023622,0
410,2,0.010936132983377079,0
411,2,0.008858267716535433,0
416,1,0.003937007874015748,0
419,1,0.003937007874015748,0
424,1,0.005249343832020997,0
427,1,0.003937007874015748,0
428,1,0.003937007874015748,0
430,2,0.008998875140607423,0
434,1,0.003937007874015748,0
435,1,0.005249343832020997,0
438,2,0.008998875140607423,0
442,1,0.007086614173228346,0
444,1,0.003937007874015748,0
446,2,0.008858267716535433,0
448,1,0.003937007874015748,0
450,1,0.003937007874015748,0
452,1,0.003937007874015748,0
454,2,0.0140607424071991,0
456,1,0.003937007874015748,0
463,1,0.003937007874015748,0
466,1,0.003937007874015748,0
467,1,0.003937007874015748,0
468,1,0.003937007874015748,0
471,1,0.003937007874015748,0
472,1,0.007086614173228346,0
477,1,0.003937007874015748,0
482,1,0.005249343832020997,0
483,1,0.003937007874015748,0
484,1,0.003937007874015748,0
486,1,0.003937007874015748,0
488,1,0.003937007874015748,0
489,2,0.007874015748031496,0
490,1,0.005249343832020997,0
492,1,0.005249343832020997,0
493,1,0.005249343832020997,0
497,1,0.003937007874015748,0
500,1,0.003937007874015748,0
501,1,0.003937007874015748,0
502,1,0.005249343832020997,0
506,2,0.010936132983377079,0
507,1,0.003937007874015748,0
509,1,0.005905511811023622,0
510,1,0.003937007874015748,0
512,1,0.00984251968503937,0
