source,target
0,7
0,5
0,18
0,28
0,34
0,39
0,52
0,64
0,76
0,98
0,116
0,135
0,137
0,155
0,171
0,273
0,385
0,504
1,2
1,8
1,10
1,13
1,22
1,23
1,26
1,42
1,58
1,62
1,63
1,73
1,175
1,298
1,306
1,335
1,414
2,12
2,18
2,136
2,279
2,481
3,8
3,4
3,7
3,10
3,12
3,25
3,28
3,31
3,55
3,69
3,89
3,94
3,169
3,197
3,217
3,232
3,263
3,268
3,274
3,284
3,290
3,313
3,388
3,391
3,470
3,504
4,7
4,9
4,15
4,57
4,105
4,121
4,165
4,238
4,242
4,352
4,381
4,479
5,6
5,7
5,9
5,11
5,13
5,14
5,17
5,23
5,36
5,39
5,49
5,82
5,87
5,91
5,137
5,157
5,162
5,187
5,189
5,223
5,244
5,293
5,362
5,396
5,422
5,438
5,475
5,502
6,7
6,14
6,16
6,19
6,20
6,24
6,26
6,31
6,35
6,36
6,43
6,44
6,74
6,75
6,88
6,103
6,129
6,166
6,179
6,181
6,203
6,259
6,282
6,306
6,322
6,325
6,371
6,387
6,419
6,516
6,519
7,9
7,10
7,12
7,14
7,15
7,16
7,17
7,18
7,20
7,22
7,27
7,29
7,32
7,33
7,40
7,49
7,50
7,59
7,61
7,74
7,76
7,93
7,96
7,100
7,110
7,128
7,142
7,166
7,184
7,187
7,189
7,193
7,218
7,220
7,227
7,239
7,245
7,247
7,259
7,260
7,276
7,291
7,299
7,303
7,314
7,318
7,375
7,395
7,410
7,417
7,438
7,445
7,454
7,463
7,469
7,479
7,485
7,503
7,520
7,538
8,13
8,17
8,72
8,149
8,161
8,229
8,236
8,250
8,300
8,304
8,370
8,433
8,520
9,11
9,23
9,25
9,31
9,37
9,46
9,47
9,65
9,67
9,74
9,79
9,81
9,94
9,123
9,127
9,145
9,146
9,154
9,161
9,202
9,208
9,213
9,226
9,231
9,234
9,249
9,295
9,300
9,338
9,356
9,427
9,430
9,455
9,468
9,493
9,497
9,508
9,524
10,11
10,19
10,27
10,41
10,42
10,49
10,54
10,93
10,95
10,97
10,125
10,150
10,160
10,185
10,195
10,218
10,250
10,315
10,362
10,436
10,444
10,458
10,518
11,15
11,24
11,25
11,34
11,40
11,45
11,51
11,52
11,53
11,57
11,70
11,72
11,92
11,102
11,104
11,117
11,119
11,123
11,140
11,146
11,150
11,182
11,190
11,210
11,220
11,233
11,236
11,240
11,246
11,263
11,268
11,280
11,287
11,339
11,346
11,357
11,379
11,405
11,441
11,447
11,464
11,483
11,484
11,498
11,548
12,26
